DD4,AB.prppapppa,"Ventral cord motor neurons, reciprocal inhibitors, chnage synaptic pattern during postembryonic development",,,1,,,,,,,1,1,,,,,,WBbt:0004826,lineage name: ABprppapppa
DD5,AB.plppapppp,"Ventral cord motor neurons, reciprocal inhibitors, chnage synaptic pattern during postembryonic development",,,1,,,,,,,1,1,,,,,,WBbt:0004825,lineage name: ABplppapppp
DD6,AB.prppapppp,"Ventral cord motor neurons, reciprocal inhibitors, chnage synaptic pattern during postembryonic development",,,1,,,,,,,1,1,,,,,,WBbt:0004824,lineage name: ABprppapppp
DL1,MS.apappa,,,,,,1,,,,,,,,,,,mu_bod_dl2,WBbt:0003875,"lineage name: MSapappa,mu_bod"
DL10,D.apap,Embryonic body wall muscle,,,,,1,,,,,,,,,,,,WBbt:0006535,"lineage name: Dapap, mu_bod"
DL11,D.aapppa,,,,,,1,,,,,,,,,,,mu_bod_dl12,WBbt:0003913,"lineage name: Dapppa,mu_bod"
DL12,C.appaaa,,,,,,1,,,,,,,,,,,mu_bod_dl11,WBbt:0004282,"lineage name: Cappaaa,mu_bod"
DL13,D.aapppp,,,,,,1,,,,,,,,,,,mu_bod_dl14,WBbt:0003902,"lineage name: Dapppp,mu_bod"
DL14,C.apapaa,,,,,,1,,,,,,,,,,,mu_bod_dl13,WBbt:0004286,"lineage name: Capapaa,mu_bod"
DL15,M.dlaa,Postembryonic body wall muscle,,,,,1,,,,,,,,,,,,WBbt:0007163,DL15
DL16,M.dlap,Postembryonic body wall muscle,,,,,1,,,,,,,,,,,,WBbt:0007164,DL16
DL17,C.appaap,,,,,,1,,,,,,,,,,,mu_bod_dl18,WBbt:0003982,"lineage name: Cappaap,mu_bod"
DL18,C.apapap,,,,,,1,,,,,,,,,,,mu_bod_dl17,WBbt:0004285,"lineage name: Capapap,mu_bod"
DL19,C.apppaa,,,,,,1,,,,,,,,,,,mu_bod_dl20,WBbt:0003979,"lineage name: Capppaa,mu_bod"
DL2,MS.apaaap,,,,,,1,,,,,,,,,,,mu_bod_dl1,WBbt:0003877,"lineage name: MSapaaap,mu_bod"
DL20,C.appapa,,,,,,1,,,,,,,,,,,mu_bod_dl19,WBbt:0003981,"lineage name: Cappapa,mu_bod"
DL21,C.apppap,,,,,,1,,,,,,,,,,,mu_bod_dl22,WBbt:0003978,"lineage name: Capppap,mu_bod"
DL22,M.dlpp,Postembryonic body wall muscle,,,,,1,,,,,,,,,,,,WBbt:0007168,DL22
DL23,C.appppd,,,,,,1,,,,,,,,,,,mu_bod_dl24,WBbt:0003977,"lineage name: Cappppd,mu_bod"
DL24,C.appapp,,,,,,1,,,,,,,,,,,mu_bod_dl23,WBbt:0003980,"lineage name: Cappapp,mu_bod"
DL3,MS.appppa,,,,,,1,,,,,,,,,,,mu_bod_dl4,WBbt:0003860,"lineage name: MSappppa,mu_bod"
DL4,MS.apappp,,,,,,1,,,,,,,,,,,mu_bod_dl3,WBbt:0003874,"lineage name: MSapappp,mu_bod"
DL5,MS.appppp,,,,,,1,,,,,,,,,,,mu_bod_dl6,WBbt:0003859,"lineage name: MSappppp,mu_bod"
DL6,MS.apppap,,,,,,1,,,,,,,,,,,mu_bod_dl5,WBbt:0003861,"lineage name: MSapppap,mu_bod"
DL7,D.appaa,,,,,,1,,,,,,,,,,,mu_bod_dl8,WBbt:0003915,"lineage name: Dappaa,mu_bod"
DL8,D.aaap,,,,,,1,,,,,,,,,,,mu_bod_dl7,WBbt:0003918,"lineage name: Daaap,mu_bod"
DL9,D.aappap,,,,,,1,,,,,,,,,,,mu_bod_dl10,WBbt:0003914,"lineage name: Dappap,mu_bod"
DR1,MS.ppappa,,,,,,1,,,,,,,,,,,mu_bod_dr2,WBbt:0003840,"lineage name: MSppappa,mu_bod"
DR10,D.ppap,,,,,,1,,,,,,,,,,,mu_bod_dr9,WBbt:0003896,"lineage name: Dppap,mu_bod"
DR11,D.ppppa,,,,,,1,,,,,,,,,,,mu_bod_dr12,WBbt:0003893,"lineage name: Dppppa,mu_bod"
DR12,C.pppaaa,,,,,,1,,,,,,,,,,,mu_bod_dr11,WBbt:0003947,"lineage name: Cpppaaa,mu_bod"
DR13,D.ppppp,,,,,,1,,,,,,,,,,,mu_bod_dr14,WBbt:0003882,"lineage name: Dppppp,mu_bod"
DR14,C.ppapaa,,,,,,1,,,,,,,,,,,mu_bod_dr13,WBbt:0003951,"lineage name: Cppapaa,mu_bod"
DR15,M.draa,Postembryonic body wall muscle,,,,,1,,,,,,,,,,,,WBbt:0007171,DR15
DR16,M.drap,Postembryonic body wall muscle,,,,,1,,,,,,,,,,,,WBbt:0007172,DR16
DR17,C.pppaap,,,,,,1,,,,,,,,,,,mu_bod_dr18,WBbt:0003946,"lineage name: Cpppaap,mu_bod"
DR18,C.ppapap,,,,,,1,,,,,,,,,,,mu_bod_dr17,WBbt:0003950,"lineage name: Cppapap,mu_bod"
DR19,C.ppppaa,,,,,,1,,,,,,,,,,,mu_bod_dr20,WBbt:0003943,"lineage name: Cppppaa,mu_bod"
DR2,MS.ppaaap,,,,,,1,,,,,,,,,,,mu_bod_dr1,WBbt:0003842,"lineage name: MSppaaap,mu_bod"
DR20,C.pppapa,,,,,,1,,,,,,,,,,,mu_bod_dr19,WBbt:0003945,"lineage name: Cpppapa,mu_bod"
DR21,C.ppppap,,,,,,1,,,,,,,,,,,mu_bod_dr22,WBbt:0003922,"lineage name: Cppppap,mu_bod"
DR22,M.drpp,Postembryonic body wall muscle,,,,,1,,,,,,,,,,,,WBbt:0007176,DR22
DR23,C.pppppd,,,,,,1,,,,,,,,,,,mu_bod_dr24,WBbt:0003921,"lineage name: Cpppppd,mu_bod"
DR24,C.pppapp,,,,,,1,,,,,,,,,,,mu_bod_dr23,WBbt:0003944,"lineage name: Cpppapp,mu_bod"
DR3,MS.pppppa,,,,,,1,,,,,,,,,,,mu_bod_dr4,WBbt:0003835,"lineage name: MSpppppa,mu_bod"
DR4,MS.ppappp,,,,,,1,,,,,,,,,,,mu_bod_dr3,WBbt:0003839,"lineage name: MSppappp,mu_bod"
DR5,MS.pppppp,,,,,,1,,,,,,,,,,,mu_bod_dr6,WBbt:0003834,"lineage name: MSpppppp,mu_bod"
DR6,MS.ppppap,,,,,,1,,,,,,,,,,,mu_bod_dr5,WBbt:0003836,"lineage name: MSppppap,mu_bod"
DR7,D.pppaa,,,,,,1,,,,,,,,,,,mu_bod_dr8,WBbt:0003895,"lineage name: Dpppaa,mu_bod"
DR8,D.paap,,,,,,1,,,,,,,,,,,mu_bod_dr7,WBbt:0003900,"lineage name: Dpaap,mu_bod"
DR9,D.pppap,,,,,,1,,,,,,,,,,,mu_bod_dr10,WBbt:0003894,"lineage name: Dpppap,mu_bod"
DVA,AB.prppppapp,"Ring interneurons, cell bodies in dorsorectal ganglion",,,1,,,,,,,,,,,,,,WBbt:0004823,lineage name: ABprppppapp
DVB,K.p,"Ring interneuron, cell body in dorsorectal ganglion, inervates rectal muscles",,,1,,,,,,,,,,,,,,WBbt:0004822,lineage name: K.p
DVC,C.aapaa,"Ring interneurons, cell bodies in dorsorectal ganglion",,,1,,,,,,,,,,,,,,WBbt:0004821,lineage name: Caapaa
DVE,B.ppap,"Male specific neuron, cell body in dorsorectal ganglion",,,,1,,,,,,,,1,1,,,,WBbt:0004820,lineage name: B.ppap
DVF,B.ppppa,"Male specific neuron, cell body in dorsorectal ganglion",,,,1,,,,,,,,1,1,,,,WBbt:0004819,lineage name: B.ppppa
DX1/2,F.lvda,"Male specific neuron, darkly staining cell body in pre- anal ganglion, process penetrate basement membrane and contact muscles",,,,1,,,,,,,,1,1,1,,,WBbt:0004818,lineage name: F.lvda
DX1/2,F.rvda,"Male specific neuron, darkly staining cell body in pre- anal ganglion, process penetrate basement membrane and contact muscles",,,,1,,,,,,,,1,1,1,,,WBbt:0004817,lineage name: F.rvda
DX3/4,U.laa,"Male specific neuron, darkly staining cell body in pre- anal ganglion, process penetrate basement membrane and contact muscles",,,,1,,,,,,,,1,1,1,,,WBbt:0004806,lineage name: U.laa
DX3/4,U.raa,"Male specific neuron, darkly staining cell body in pre- anal ganglion, process penetrate basement membrane and contact muscles",,,,1,,,,,,,,1,1,1,,,WBbt:0004805,lineage name: U.raa
E,P0.pap,Embryonic founder cell,,,,,,,,,,,1,,,,,,WBbt:0004804,None
e1D,AB.araaaapap,Pharyngeal epithelial cells,,,,,,,,1,,,,,,,,,WBbt:0003701,lineage name: ABaraaaapap
e1VL,AB.araaaaaaa,Pharyngeal epithelial cells,,,,,,,,1,,,,,,,,,WBbt:0004556,lineage name: ABaraaaaaaa
e1VR,AB.araaaaapa,Pharyngeal epithelial cells,,,,,,,,1,,,,,,,,,WBbt:0004555,lineage name: ABaraaaaapa
e2DL,AB.alpaapaap,Pharyngeal epithelial cells,,,,,,,,1,,,,,,,,,WBbt:0004554,lineage name: ABalpaapaap
e2DR,AB.araaapaap,Pharyngeal epithelial cells,,,,,,,,1,,,,,,,,,WBbt:0004552,lineage name: ABaraaapaap
e2V,AB.alpappapa,Pharyngeal epithelial cells,,,,,,,,1,,,,,,,,,WBbt:0004550,lineage name: ABalpappapa
e3D,AB.araapaaaa,Pharyngeal epithelial cells,,,,,,,,1,,,,,,,,,WBbt:0004548,lineage name: ABaraapaaaa
e3VL,AB.alpaaaaaa,Pharyngeal epithelial cells,,,,,,,,1,,,,,,,,,WBbt:0004546,lineage name: ABalpaaaaaa
e3VR,AB.arapaaaaa,Pharyngeal epithelial cells,,,,,,,,1,,,,,,,,,WBbt:0004544,lineage name: ABarapaaaaa
EF1/2,F.lvda,"Male specific neuron, large cell body in preanal ganglion, synaptic inputs from ray neurons.",,,,1,,,,,,,,1,1,1,,,WBbt:0004803,"F.lvdp,lineage name: F.lvda"
EF1/2,F.rvda,"Male specific neuron, large cell body in preanal ganglion, synaptic inputs from ray neurons.",,,,1,,,,,,,,1,1,1,,,WBbt:0004802,"F.rvdp,lineage name: F.rvda"
EF3/4,U.lap,"Male specific neuron, large cell body in preanal ganglion, synaptic inputs from ray neurons.",,,,1,,,,,,,,1,1,1,,,WBbt:0004801,lineage name: U.lap
EF3/4,U.rap,"Male specific neuron, large cell body in preanal ganglion, synaptic inputs from ray neurons.",,,,1,,,,,,,,1,1,1,,,WBbt:000480,None
exc_cell,AB.plpappaap,Large H-shaped excretory cell,,,,,,,,1,,,,,,,,,WBbt:0005812,"excretory canal cell,exc_cell,lineage name: ABplpappaap"
exc_duct,AB.plpaaaapa,Excretory duct,,,,,,,,1,,,,,,,,,WBbt:0004540,"exc duct,lineage name: ABplpaaaapa"
exc_gl_L,AB.plpapapaa,"Excretory glands, fused, send processes to ring,open into excretory duct",,,,,,,,1,,,,,,,,,WBbt:0004536,"ABplpapapaa nucleus,lineage name: ABplpapapaa"
exc_gl_R,AB.prpapapaa,"Excretory glands, fused, send processes to ring,open into excretory duct",,,,,,,,1,,,,,,,,,WBbt:0004535,"ABprpapapaa nucleus,lineage name: ABprpapapaa"
F,AB.plppppapp,"Rectal cell, blast cell in male",,,,,,,,,,,1,1,,,,,WBbt:0004799,None
FLPL,AB.plapaaapad,"Neuron, ciliated ending in head, no supporting cells, associated with ILso",,,1,,,,,,,,,,,,,,WBbt:0004798,lineage name: ABplapaaapad
FLPR,AB.prapaaapad,"Neuron, ciliated ending in head, no supporting cells, associated with ILso",,,1,,,,,,,,,,,,,,WBbt:0004797,lineage name: ABprapaaapad
G1,AB.prpaaaapa,"Postembryonic blast cell, excretory socket in embryo",,,,,,,,,,,1,,,,,,WBbt:0003712,None
g1AL,MS.aapaapaa,Pharyngeal gland cells,,,,,,,,1,,,,,,,,,WBbt:0004532,lineage name: MSaapaapaa
g1AR,MS.papaapaa,Pharyngeal gland cells,,,,,,,,1,,,,,,,,,WBbt:0004530,lineage name: MSpapaapaa
g1P,MS.aaaaapap,Pharyngeal gland cells,,,,,,,,1,,,,,,,,,WBbt:0004528,lineage name: MSaaaaapap
G2,AB.plapaapa,"Postembryonic blast cell, excretory socket in L1, G2.p becomes socket later",,,,,,,,1,,,,,,,,,WBbt:0003710,None
g2L,MS.aapapaa,Pharyngeal gland cells,,,,,,,,1,,,,,,,,,WBbt:0004526,lineage name: MSaapapaa
g2R,MS.papapaa,Pharyngeal gland cells,,,,,,,,1,,,,,,,,,WBbt:0004524,lineage name: MSpapapaa
GLRDL,MS.aaaaaal,"Set of six cells that form a thin cylindrical sheet between pharynx and ring neuropile; no chemical synapses, but gap junctions with muscle arms and RME motor neurons",,,,,,,1,,,,,,,,,,WBbt:0004786,lineage name: MSaaaaaal
GLRDR,MS.aaaaaar,"Set of six cells that form a thin cylindrical sheet between pharynx and ring neuropile; no chemical synapses, but gap junctions with muscle arms and RME motor neurons",,,,,,,1,,,,,,,,,,WBbt:0004785,lineage name: MSaaaaaar
GLRL,MS.apaaaad,"Set of six cells that form a thin cylindrical sheet between pharynx and ring neuropile; no chemical synapses, but gap junctions with muscle arms and RME motor neurons",,,,,,,1,,,,,,,,,,WBbt:0004784,lineage name: MSapaaaad
GLRR,MS.ppaaaad,"Set of six cells that form a thin cylindrical sheet between pharynx and ring neuropile; no chemical synapses, but gap junctions with muscle arms and RME motor neurons",,,,,,,1,,,,,,,,,,WBbt:0004783,lineage name: MSppaaaad
GLRVL,MS.apaaaav,"Set of six cells that form a thin cylindrical sheet between pharynx and ring neuropile; no chemical synapses, but gap junctions with muscle arms and RME motor neurons",,,,,,,1,,,,,,,,,,WBbt:0004782,lineage name: MSapaaaav
GLRVR,MS.ppaaaav,"Set of six cells that form a thin cylindrical sheet between pharynx and ring neuropile; no chemical synapses, but gap junctions with muscle arms and RME motor neurons",,,,,,,1,,,,,,,,,,WBbt:0004781,lineage name: MSppaaaav
gon_herm_anch,Z1.ppp/Z4.aaa,"Anchor cell, induces vulva, herm gonad",,,,,,,,1,1,,,,,,,,WBbt:0004522,"AC,gon_herm_anch,lineage name: Z1.ppp/Z4.aaa"
gon_herm_dish_A,Z1.apa,"Anterior epithelial sheaths of distal arms, no muscle fibers, herm gonad",,,,,,,,1,1,,,,,1,,?,WBbt:0004505,lineage name: Z1.apa
gon_herm_dish_A,Z1.paaa,"Anterior epithelial sheaths of distal arms, no muscle fibers, herm gonad",,,,,,,,1,1,,,,,1,,?,WBbt:0004504,lineage name: Z1.paaa
gon_herm_dish_P,Z4.pap,"Posterior epithelial sheaths of distal arms, no muscle fibers, herm gonad",,,,,,,,1,1,,,,,1,,?,WBbt:0004502,lineage name: Z4.pap
gon_herm_dish_P,Z4.appp,"Posterior epithelial sheaths of distal arms, no muscle fibers, herm gonad",,,,,,,,1,1,,,,,1,,?,WBbt:0004500,lineage name: Z4.appp
gon_herm_dtc_A,Z1.aa,"Anterior distal tip cell, inhibit meiosis in neighbour- ing germ cells, lead gonad during morphogenesis, herm gonad",,,,,,,,1,1,,,,,,,,WBbt:0004520,lineage name: Z1.aa
gon_herm_dtc_P,Z4.pp,"Posterior distal tip cell, inhibit meiosis in neighbour- ing germ cells, lead gonad during morphogenesis, herm gonad",,,,,,,,1,1,,,,,,,,WBbt:0004506,lineage name: Z4.pp
gon_herm_dut,Z1.papapaap,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004120,"gon_herm_dut,lineage name: Z1.papapaap"
gon_herm_dut,Z1.papapapa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004119,"gon_herm_dut,lineage name: Z1.papapapa"
gon_herm_dut,Z1.papapapp,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004117,"gon_herm_dut,lineage name: Z1.papapapp"
gon_herm_dut,Z1.papappaa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004115,"DE4aa,gon_herm_dut,lineage name: Z1.papappaa,uv3"
gon_herm_dut,Z1.papappap,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004113,"DE4vd,gon_herm_dut,lineage name: Z1.papappap,uv2"
gon_herm_dut,Z1.papapppa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004111,"gon_herm_dut,lineage name: Z1.papapppa"
gon_herm_dut,Z1.papapppp,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004109,"gon_herm_dut,lineage name: Z1.papapppp"
gon_herm_dut,Z1.pappaaaa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004107,"gon_herm_dut,lineage name: Z1.pappaaaa"
gon_herm_dut,Z1.pappaaap,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004105,"gon_herm_dut,lineage name: Z1.pappaaap"
gon_herm_dut,Z1.pappaapa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004101,"DE5pa,gon_herm_dut,lineage name: Z1.pappaapa,uv2"
gon_herm_dut,Z1.pappaapp,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004100,"DE5pp,gon_herm_dut,lineage name: Z1.pappaapp"
gon_herm_dut,Z1.pappapaa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004099,"gon_herm_dut,lineage name: Z1.pappapaa"
gon_herm_dut,Z1.pappapap,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004097,"gon_herm_dut,lineage name: Z1.pappapap"
gon_herm_dut,Z1.pappappa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004095,"gon_herm_dut,lineage name: Z1.pappappa"
gon_herm_dut,Z4.apaapaap,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004093,"gon_herm_dut,lineage name: Z4.apaapaap"
gon_herm_dut,Z4.apaapapa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004091,"gon_herm_dut,lineage name: Z4.apaapapa"
gon_herm_dut,Z4.apaapapp,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004089,"gon_herm_dut,lineage name: Z4.apaapapp"
gon_herm_dut,Z4.apaappaa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004087,"gon_herm_dut,lineage name: Z4.apaappaa"
gon_herm_dut,Z4.apaappap,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004085,"gon_herm_dut,lineage name: Z4.apaappap,uv2"
gon_herm_dut,Z4.apaapppa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004081,"gon_herm_dut,lineage name: Z4.apaapppa"
gon_herm_dut,Z4.apaapppp,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004080,"gon_herm_dut,lineage name: Z4.apaapppp"
gon_herm_dut,Z4.apapaaaa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004079,"gon_herm_dut,lineage name: Z4.apapaaaa"
gon_herm_dut,Z4.apapaaap,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004077,"gon_herm_dut,lineage name: Z4.apapaaap"
gon_herm_dut,Z4.apapaapa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004075,"gon_herm_dut,lineage name: Z4.apapaapa,uv2"
gon_herm_dut,Z4.apapaapp,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004073,"gon_herm_dut,lineage name: Z4.apapaapp"
gon_herm_dut,Z4.apapapaa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004071,"gon_herm_dut,lineage name: Z4.apapapaa"
gon_herm_dut,Z4.apapapap,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004069,"gon_herm_dut,lineage name: Z4.apapapap"
gon_herm_dut,Z4.apapappa,Dorsal uterus,,,,,,,,1,1,,,,,1,,?,WBbt:0004067,"gon_herm_dut,lineage name: Z4.apapappa"
gon_herm_prsh_A,Z1.appaaa,"Anterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004498,lineage name: Z1.appaaa
gon_herm_prsh_A,Z1.appaap,"Anterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004496,lineage name: Z1.appaap
gon_herm_prsh_A,Z1.appapa,"Anterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004494,lineage name: Z1.appapa
gon_herm_prsh_A,Z1.appapp,"Anterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004492,lineage name: Z1.appapp
gon_herm_prsh_A,Z1.paapaaa,"Anterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004490,lineage name: Z1.paapaaa
gon_herm_prsh_A,Z1.paapaap,"Anterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004476,lineage name: Z1.paapaap
gon_herm_prsh_A,Z1.paapapa,"Anterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004475,lineage name: Z1.paapapa
gon_herm_prsh_A,Z1.paapapp,"Anterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004474,lineage name: Z1.paapapp
gon_herm_prsh_P,Z4.paapaa,"Posterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004472,lineage name: Z4.paapaa
gon_herm_prsh_P,Z4.paapap,"Posterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004470,lineage name: Z4.paapap
gon_herm_prsh_P,Z4.paappa,"Posterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004468,lineage name: Z4.paappa
gon_herm_prsh_P,Z4.paappp,"Posterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004466,lineage name: Z4.paappp
gon_herm_prsh_P,Z4.appapaa,"Posterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004464,lineage name: Z4.appapaa
gon_herm_prsh_P,Z4.appapap,"Posterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004462,lineage name: Z4.appapap
gon_herm_prsh_P,Z4.appappa,"Posterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004460,lineage name: Z4.appappa
gon_herm_prsh_P,Z4.appappp,"Posterior epithelial sheaths of proximal arms, have muscle fibers",,,,,,,,1,1,,,,,1,,?,WBbt:0004218,lineage name: Z4.appappp
gon_herm_spth_A,Z1.apppaaaa,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004216,"gon_herm_spth_A,lineage name: Z1.apppaaaa"
gon_herm_spth_A,Z1.apppaaap,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004214,"gon_herm_spth_A,lineage name: Z1.apppaaap"
gon_herm_spth_A,Z1.apppaapa,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004212,"gon_herm_spth_A,lineage name: Z1.apppaapa"
gon_herm_spth_A,Z1.apppaapp,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004210,"gon_herm_spth_A,lineage name: Z1.apppaapp"
gon_herm_spth_A,Z1.apppapaa,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004208,"gon_herm_spth_A,lineage name: Z1.apppapaa"
gon_herm_spth_A,Z1.apppapap,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004206,"gon_herm_spth_A,lineage name: Z1.apppapap"
gon_herm_spth_A,Z1.apppapp,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004204,"gon_herm_spth_A,lineage name: Z1.apppapp"
gon_herm_spth_A,Z1.appppa,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004203,"gon_herm_spth_A,lineage name: Z1.appppa"
gon_herm_spth_A,Z1.appppp,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004202,"gon_herm_spth_A,lineage name: Z1.appppp"
gon_herm_spth_A,Z1.paappaaaa,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004198,"gon_herm_spth_A,lineage name: Z1.paappaaaa"
gon_herm_spth_A,Z1.paappaaap,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004196,"gon_herm_spth_A,lineage name: Z1.paappaaap"
gon_herm_spth_A,Z1.paappaapa,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004194,"gon_herm_spth_A,lineage name: Z1.paappaapa"
gon_herm_spth_A,Z1.paappaapp,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004192,"gon_herm_spth_A,lineage name: Z1.paappaapp,Z1.paappaapp"
gon_herm_spth_A,Z1.paappapaa,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004190,"gon_herm_spth_A,lineage name: Z1.paappapaa"
gon_herm_spth_A,Z1.paappapap,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004188,"gon_herm_spth_A,lineage name: Z1.paappapap"
gon_herm_spth_A,Z1.paappapp,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004186,"gon_herm_spth_A,lineage name: Z1.paappapp"
gon_herm_spth_A,Z1.paapppa,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004184,"gon_herm_spth_A,lineage name: Z1.paapppa"
gon_herm_spth_A,Z1.paapppp,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004183,"gon_herm_spth_A,lineage name: Z1.paapppp"
gon_herm_spth_A,Z1.papaaad,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004182,"gon_herm_spth_A,lineage name: Z1.papaaad"
gon_herm_spth_A,Z1.papaaav,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004178,"gon_herm_spth_A,lineage name: Z1.papaaav"
gon_herm_spth_A,Z1.papaapv,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004176,"gon_herm_spth_A,lineage name: Z1.papaapv"
gon_herm_spth_A,Z4.apaaaad,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004174,"gon_herm_spth_A,lineage name: Z4.apaaaad"
gon_herm_spth_A,Z4.apaaaav,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004172,"gon_herm_spth_A,lineage name: Z4.apaaaav"
gon_herm_spth_A,Z4.apaaapv,Anterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004170,"gon_herm_spth_A,lineage name: Z4.apaaapv"
gon_herm_spth_P,Z4.paaaaa,Posterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004168,"gon_herm_spth_P,lineage name: Z4.paaaaa"
gon_herm_spth_P,Z4.paaaap,Posterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004166,"gon_herm_spth_P,lineage name: Z4.paaaap"
gon_herm_spth_P,Z4.paaapaa,Posterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004164,"gon_herm_spth_P,lineage name: Z4.paaapaa"
gon_herm_spth_P,Z4.paaapapa,Posterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004163,"gon_herm_spth_P,lineage name: Z4.paaapapa"
gon_herm_spth_P,Z4.paaapapp,Posterior spermathecae,,,,,,,,1,1,,,,,1,,?,WBbt:0004162,"gon_herm_spth_P,lineage name: Z4.paaapapp"
