Entity1,Relationship,Entity2,Evidence,Evidence URL
ASIR,Neuropeptide,PDF-1,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
ASIR,Receptor,NPR-17,"Harris et al., 2010",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3005568/
ASIR,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASIR,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
ASIR,Receptor,SER-6,"Mills et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3670219/
ASIR,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ASJL,Neuropeptide,FLP-21,"Macosko et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2760495/
ASJL,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
ASJL,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASJR,Neuropeptide,FLP-21,"Macosko et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2760495/
ASJR,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
ASJR,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASKL,Neuropeptide,FLP-13,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASKL,Neuropeptide,FLP-21,"Macosko et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2760495/
ASKL,Neuropeptide,PDF-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
ASKL,Receptor,DOP-3,"Ezak et al., 2010",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2830454/
ASKL,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASKL,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
ASKR,Neuropeptide,FLP-13,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASKR,Neuropeptide,FLP-21,"Macosko et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2760495/
ASKR,Neuropeptide,PDF-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
ASKR,Receptor,DOP-3,"Ezak et al., 2010",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2830454/
ASKR,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASKR,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
AUAL,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AUAL,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AUAL,Receptor,DOP-1,"Sanyal et al., 2004",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271763/
AUAL,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
AUAL,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AUAL,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
AUAL,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
AUAR,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AUAR,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AUAR,Receptor,DOP-1,"Sanyal et al., 2004",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271763/
AUAR,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
AUAR,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AUAR,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
AUAR,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
AVAL,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVAL,Neuropeptide,FLP-18,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVAL,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVAL,Receptor,NPR-4,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AVAR,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVAR,Neuropeptide,FLP-18,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVAR,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVAR,Receptor,NPR-4,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AVBL,Neuropeptide,PDF-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AVBL,Receptor,LGC-55,"Pirri et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2804440/
AVBR,Neuropeptide,PDF-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AVBR,Receptor,LGC-55,"Pirri et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2804440/
AVDL,Neuropeptide,PDF-2,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
AVDL,Receptor,PDFR-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AVDR,Neuropeptide,PDF-2,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
AVDR,Receptor,PDFR-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AVEL,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVEL,Receptor,FRPR-4,"Nelson et al., 2015",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4646455/
AVER,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVER,Receptor,FRPR-4,"Nelson et al., 2015",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4646455/
AVFL,Receptor,LGC-53,"Bentley et al., 2016",http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005283
AVFL,Receptor,PDFR-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AVFR,Receptor,LGC-53,"Bentley et al., 2016",http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005283
AVFR,Receptor,PDFR-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AVG,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVG,Neuropeptide,FLP-7,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVG,Neuropeptide,PDF-2,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
AVG,Receptor,NPR-17,"Harris et al., 2010",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3005568/
AVG,Receptor,NTR-2,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
AVHL,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
AVHR,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
AVJL,Receptor,SER-5,"Cunningham et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3413480/
AVJR,Receptor,SER-5,"Cunningham et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3413480/
AVKL,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVKL,Neuropeptide,NTC-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
AVKR,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVKR,Neuropeptide,NTC-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
AVL,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVL,Receptor,DOP-4,"Sugiura et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/16001968
AVM,Neuropeptide,FLP-4,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AVM,Receptor,DOP-1,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
AVM,Receptor,LGC-55,"Ringstad et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2963310/
AVM,Receptor,PDFR-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AWAL,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AWAR,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AWBL,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
AWBL,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AWBL,Receptor,SER-5,"Dernovici et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/17443782
AWBL,Receptor,SER-6,"Mills et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3670219/
AWBR,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
AWBR,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AWBR,Receptor,SER-5,"Dernovici et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/17443782
AWBR,Receptor,SER-6,"Mills et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3670219/
AWCL,Neuropeptide,FLP-4,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AWCL,Neuropeptide,NLP-1,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
AWCL,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
AWCR,Neuropeptide,FLP-4,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AWCR,Neuropeptide,NLP-1,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
AWCR,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
BAGL,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BAGL,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BAGL,Neuropeptide,FLP-13,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BAGL,Neuropeptide,FLP-17,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BAGL,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
BAGL,Receptor,NPR-4,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
BAGL,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
BAGR,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BAGR,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BAGR,Neuropeptide,FLP-13,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BAGR,Neuropeptide,FLP-17,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BAGR,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
BAGR,Receptor,NPR-4,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
BAGR,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
BDUL,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BDUL,Neuropeptide,NLP-1,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
BDUL,Neuropeptide,PDF-2,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
BDUL,Receptor,NPR-4,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
BDUL,Receptor,NTR-1,"Beets et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/23112336
BDUL,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
BDUR,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
BDUR,Neuropeptide,NLP-1,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
BDUR,Neuropeptide,PDF-2,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
BDUR,Receptor,NPR-4,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
BDUR,Receptor,NTR-1,"Beets et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/23112336
BDUR,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
CANL,Receptor,DOP-4,"Sugiura et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/16001968
CANL,Receptor,LGC-53,"Bentley et al., 2016",http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005283
CANL,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
CANL,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
CANR,Receptor,DOP-4,"Sugiura et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/16001968
CANR,Receptor,LGC-53,"Bentley et al., 2016",http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005283
CANR,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
CANR,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
CEPDL,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
CEPDL,Neurotransmitter,Dopamine,"McDonald et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18094261
CEPDL,Neurotransmitter,Dopamine,"Suo et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/12887685
CEPDL,Receptor,DOP-2,"Suo et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/12887685
CEPDL,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
CEPDL,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
CEPDR,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
CEPDR,Neurotransmitter,Dopamine,"McDonald et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18094261
CEPDR,Neurotransmitter,Dopamine,"Suo et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/12887685
CEPDR,Receptor,DOP-2,"Suo et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/12887685
CEPDR,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
CEPDR,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
CEPVL,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
CEPVL,Neurotransmitter,Dopamine,"McDonald et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18094261
CEPVL,Neurotransmitter,Dopamine,"Suo et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/12887685
CEPVL,Receptor,DOP-2,"Suo et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/12887685
CEPVL,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
CEPVL,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
CEPVR,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
CEPVR,Neurotransmitter,Dopamine,"McDonald et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18094261
CEPVR,Neurotransmitter,Dopamine,"Suo et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/12887685
CEPVR,Receptor,DOP-2,"Suo et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/12887685
CEPVR,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
CEPVR,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
DA1,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DA1,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DA1,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA1,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA1,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DA2,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DA2,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DA2,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA2,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA2,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DA3,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DA3,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DA3,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA3,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA3,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DA4,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DA4,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DA4,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA4,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA4,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DA5,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DA5,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DA5,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA5,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA5,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DA6,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DA6,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DA6,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA6,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA6,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DA7,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DA7,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DA7,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA7,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA7,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DA8,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DA8,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DA8,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA8,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA8,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DA9,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DA9,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DA9,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA9,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DA9,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DA9,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
DB1,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DB1,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB1,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB1,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DB2,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DB2,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB2,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB2,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DB2,Receptor,PDFR-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
DB3,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DB3,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB3,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB3,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DB4,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DB4,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB4,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB4,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DB5,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DB5,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB5,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB5,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DB6,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DB6,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB6,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB6,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DB7,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
DB7,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB7,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DB7,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
DD1,Neuropeptide,FLP-11,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DD1,Neuropeptide,FLP-13,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
DD1,Neuropeptide,NTC-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
DD1,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
DD1,Receptor,MOD-1,"Gurel et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3512144/
DD1,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
